province,year,profession,age 30–59 years (%),age 60+ years (%),age <30 years (%),count,female (%),per_100k
YT,2019,Medical radiation technologists,94.1,0,5.9,18,73.3,43.7
YT,2019,Nurse practitioners,,,,10,90,24.3
YT,2019,Occupational therapists,77.8,11.1,11.1,27,88.9,
YT,2019,Optometrists,,,,8,,19.4
YT,2019,Pharmacists,,,,66,,160.2
YT,2019,Physician assistants,0,0,0,0,0,0
YT,2019,Physicians,72.2,26.6,1.3,79,50.6,191.8
YT,2019,Physiotherapists,,,,52,,126.3
YT,2019,Registered nurses,,,,480,,1165.4
YT,2019,Registered psychiatric nurses,,,,8,,19.4
YT,2019,Regulated nurses,,,,723,,1755.4
YT,2019,Respiratory therapists,,,,,,
YT,2019,Specialists,75,25,0,12,58.3,29.1
YT,2019,Speech–language pathologists,100,0,0,,90.9,
YT,2020,Audiologists,100,0,0,,100,
YT,2020,Chiropractors,,,,6,,14.3
YT,2020,Dental hygienists,,,,33,,78.7
YT,2020,Dentists,,,,58,,138.2
YT,2020,Denturists,,,,3,,7.2
YT,2020,Environmental public health professionals,,,,7,,16.7
YT,2020,Family medicine,71.8,26.8,1.4,71,50.7,169.2
YT,2020,Genetic counsellors,,,,1,100,2.4
YT,2020,Health information management professionals,,,,6,,14.3
YT,2020,Licensed practical nurses,,,,227,,541
YT,2020,Medical laboratory technologists,89.5,5.3,5.3,,75,
YT,2020,Medical radiation technologists,89.5,0,10.5,20,75,47.7
YT,2020,Midwives,0,0,0,0,0,0
YT,2020,Nurse practitioners,,,,14,78.6,33.4
YT,2020,Occupational therapists,77.8,7.4,14.8,28,85.7,
YT,2020,Optometrists,,,,8,,19.1
YT,2020,Pharmacists,,,,60,,143
YT,2020,Physicians,71.8,27.1,1.2,85,52.9,202.6
YT,2020,Physiotherapists,,,,59,,140.6
YT,2020,Registered nurses,,,,532,,1267.9
YT,2020,Registered psychiatric nurses,,,,9,,21.5
YT,2020,Regulated nurses,,,,782,,1863.8
YT,2020,Respiratory therapists,,,,,,
YT,2020,Specialists,71.4,28.6,0,14,64.3,33.4
YT,2020,Speech–language pathologists,95.2,0,4.8,,85,
YT,2021,Audiologists,100,0,0,,,
YT,2021,Chiropractors,57.1,28.6,14.3,7,42.9,16.3
YT,2021,Dental hygienists,81.1,8.1,10.8,37,93.1,86.1
YT,2021,Dentists,76.9,9.2,13.8,66,26.4,153.6
YT,2021,Denturists,,,,3,,7
YT,2021,Environmental public health professionals,,,,,,
YT,2021,Family medicine,71.8,28.2,0,71,50.7,165.3
YT,2021,Genetic counsellors,,,,1,100,
YT,2021,Health information management professionals,100,0,0,,100,
YT,2021,Licensed practical nurses,,,,245,,570.3
YT,2021,Medical laboratory technologists,68.4,15.8,15.8,,73.7,
YT,2021,Medical radiation technologists,88.2,0,11.8,,78.6,
YT,2021,Nurse practitioners,,,,24,91.7,55.9
YT,2021,Occupational therapists,80,6.7,13.3,31,87.1,
YT,2021,Optometrists,81.8,0,18.2,12,25,27.9
YT,2021,Pharmacists,,,,59,,137.3
YT,2021,Physician assistants,0,0,0,0,0,0
YT,2021,Physicians,71.8,28.2,0,85,52.9,197.9
YT,2021,Physiotherapists,81,10.3,8.6,62,86.7,144.3
YT,2021,Registered nurses,,,,548,,1275.6
YT,2021,Registered psychiatric nurses,70,10,20,10,,23.3
YT,2021,Regulated nurses,71.9,9.3,18.8,827,,1925
YT,2021,Respiratory therapists,,,,,,
YT,2021,Specialists,71.4,28.6,0,14,64.3,32.6
YT,2021,Speech–language pathologists,80,0,20,,90,
YT,2022,Audiologists,100,0,0,,50,
YT,2022,Chiropractors,,,,8,,18.2
YT,2022,Dental hygienists,,,,42,,95.7
YT,2022,Dentists,,,,52,,118.4
YT,2022,Denturists,,,,3,,6.8
YT,2022,Environmental public health professionals,,,,,,
YT,2022,Family medicine,68.9,29.7,1.4,74,50,168.5
YT,2022,Genetic counsellors,,,,1,,
YT,2022,Licensed practical nurses,,,,254,,578.5
YT,2022,Medical laboratory technologists,78.9,15.8,5.3,,78.9,
YT,2022,Medical radiation technologists,76.5,5.9,17.6,,84.6,
YT,2022,Midwives,,,,4,,9.1
YT,2022,Nurse practitioners,90.9,9.1,0,22,94.7,50.1
YT,2022,Occupational therapists,92.9,3.6,3.6,,89.7,
YT,2022,Optometrists,,,,13,,29.6
YT,2022,Pharmacists,,,,55,,125.3
YT,2022,Physicians,69.7,29.2,1.1,89,51.7,202.7
YT,2022,Physiotherapists,,,,70,,159.4
YT,2022,Registered nurses,68.8,11.8,19.4,660,91,1503.2
YT,2022,Registered psychiatric nurses,,,,8,,18.2
YT,2022,Regulated nurses,69.5,11.7,18.8,944,91.1,2150.1
YT,2022,Respiratory therapists,,,,,,
YT,2022,Specialists,73.3,26.7,0,15,60,34.2
YT,2022,Speech–language pathologists,83.3,0,16.7,,87.5,
YT,2023,Audiologists,100,0,0,,,
YT,2023,Chiropractors,,,,7,,15.6
YT,2023,Dental hygienists,,,,39,,86.7
YT,2023,Dentists,,,,56,,124.5
YT,2023,Denturists,,,,3,,6.7
YT,2023,Environmental public health professionals,,,,,,
YT,2023,Family medicine,66.7,32,1.3,75,50.7,166.8
YT,2023,Genetic counsellors,,,,1,,
YT,2023,Health information management professionals,100,0,0,,100,
YT,2023,Licensed practical nurses,,,,254,,564.8
YT,2023,Medical laboratory technologists,88.2,11.8,0,,78.9,
YT,2023,Medical radiation technologists,78.9,5.3,15.8,,,
YT,2023,Midwives,,,,4,,8.9
YT,2023,Nurse practitioners,94.7,5.3,0,19,88.9,42.2
YT,2023,Occupational therapists,89.7,3.4,6.9,,89.3,
YT,2023,Optometrists,,,,11,,24.5
YT,2023,Pharmacists,,,,58,,129
YT,2023,Physician assistants,0,0,0,0,0,0
YT,2023,Physicians,68.5,30.4,1.1,92,52.2,204.6
YT,2023,Physiotherapists,,,,54,,120.1
YT,2023,Registered nurses,71.9,10.1,18,651,89,1447.5
YT,2023,Registered psychiatric nurses,,,,25,,55.6
YT,2023,Regulated nurses,72.5,10,17.5,949,89,2110.1
YT,2023,Respiratory therapists,,,,,,
YT,2023,Specialists,76.5,23.5,0,17,58.8,37.8
YT,2023,Speech–language pathologists,80,4,16,,90.5,
